root	bucket	covered_tiers	inv_tier	prod	gloss_head	gloss_zipf	suggested_tier	matched_word	gloss
dissendoanten	obscure_root		tail	1	broadcast	0.0			broadcast antenna
dissendolist	obscure_root		tail	1	distribution	0.0			distribution list, mailing list
disskvamiĝ	obscure_root		tail	1	flake	0.0			to flake off, peel off
disspecig	obscure_root		tail	1	sort	5.0			to sort
dissterniĝ	obscure_root		tail	1	sprawl	2.99			to sprawl
dist	obscure_root		core	6	distant	4.19			distant, remote
distanc	covered_T1_3	2	core	4		0.0			aloof
distetend	obscure_root		extended	2	expansion	4.54			expansion
distilaparat	obscure_root		tail	1	alembic	1.77			alembic, still
disting	covered_T1_3	3	core	15		0.0			distinctive
distingiv	obscure_root		tail	1	discrimination	4.31			discrimination, resolution
distom	obscure_root		tail	1	fluke	3.14			fluke, liver-fluke
distopi	obscure_root		extended	2	dystopia	2.72			dystopia, anti-utopia
distr	covered_T1_3	2	core	8		0.0			entertaining
distranĉerar	obscure_root		tail	1	truncation	0.0			truncation error
distribu	covered_T1_3	2/3	core	9		0.0			to allocate, apportion, distribute
distribuci	obscure_root		tail	1	distribution	4.64			distribution, generalized function
distribuebloregul	obscure_root		tail	1	distributive	0.0			distributive law
distrikt	covered_T1_3	2	extended	2		0.0			circuit, district, zone
distrofi	obscure_root		tail	1	dystrophy	2.83			dystrophy
disuri	obscure_root		tail	1	dysuria	1.43			dysuria
disventiĝ	obscure_root		tail	1	spread	4.81			to spread, scatter
disĉipl	obscure_root		tail	1	adherent	2.6			adherent, disciple, follower
ditiramb	obscure_root		tail	1	dithyramb	1.11			dithyramb
diurez	obscure_root		tail	1	diuresis	1.65			diuresis
diurn	obscure_root		tail	1	diurnal	2.69			diurnal
divalent	obscure_root		tail	1	divalent	2.26			divalent
divan	obscure_root		tail	1	couch	4.17			couch, divan, ottoman
diveh	obscure_root		tail	1	dhivehi	0.0			Dhivehi
diven	covered_T1_3	1	extended	2		0.0			to divine, guess (correctly)
divenprov	obscure_root		tail	1	random	4.58			at random, by chance, just in case
divers	covered_T1_3	2/3	core	6		0.0			different, diverse, varied, various, sundry, miscellaneous
diversgrad	obscure_root		tail	1	varying	0.0			to varying degrees
diversi	obscure_root		tail	1	divert	3.42			to divert
diverskolor	obscure_root		tail	1	many-colored	0.0			many-colored, multicolored
diverskultur	shade_mismatch		tail	1	multicultural	3.39		diverse	multicultural, diverse
diversland	obscure_root		tail	1	many	0.0			from many countries
diverslingvec	obscure_root		tail	1	diversity	0.0			diversity of languages
diverslok	obscure_root		tail	1	various	0.0			in various places
diversmanier	obscure_root		tail	1	various	0.0			in various ways
diversspec	obscure_root		tail	1	different	0.0			different kinds of
diversutil	obscure_root		tail	1	versatile	3.66			versatile
diverĝ	candidate_gap		extended	2	divergent	3.38	3		divergent
diverĝenc	obscure_root		extended	2		0.0			divergence (of a field)
divid	covered_T1_3	2	core	15		0.0			divisive
dividobret	obscure_root		tail	1	split	0.0			split bar
dividooperaci	obscure_root		tail	1	division	4.86			division
dividostrek	obscure_root		extended	2	hyphen	2.64			hyphen
dividrezultat	obscure_root		tail	1	quotient	2.95			quotient
dividsign	obscure_root		tail	1	division	0.0			division sign
dividstrek	obscure_root		tail	1	break	5.18			break, hyphen
divizi	obscure_root		tail	1	division	4.86			division, military division
divizor	obscure_root		tail	1	divide	4.12			to divide, go into
divizorhav	obscure_root		tail	1	non-prime	0.0			non-prime
divorc	covered_T1_3	2	tail	1		0.0			to divorce
dizajn	obscure_root		extended	2	design	5.17			to design
dizel	obscure_root		tail	1	diesel	4.05			diesel
dizelole	obscure_root		tail	1	diesel	4.05			diesel
dizeltrajn	obscure_root		tail	1	diesel	0.0			diesel train
dizert	obscure_root		extended	2	desert	4.4			to desert, run away from
diĝest	obscure_root		tail	1	digest	3.71			digest
diĝit	obscure_root		extended	2	digital	4.83			digital
diĥotomi	obscure_root		tail	1	dichotomy	3.09			dichotomy
djemb	obscure_root		tail	1	djembe	1.8			djembe
dobr	obscure_root		tail	1	dobro	2.02			dobro
dobrogitar	obscure_root		tail	1	dobro	2.02			dobro
docent	obscure_root		tail	1	docent	2.3			docent, university teacher
dog	obscure_root		tail	1	bulldog	3.38			bulldog, mastiff
dogan	obscure_root		core	3	customs	4.19			customs
doganoficej	obscure_root		tail	1	custom-house	0.0			custom-house
doganpag	obscure_root		tail	1	customs	0.0			customs duties
dogm	obscure_root		core	4	dogmatic	2.93			dogmatic
dojen	obscure_root		tail	1	doyen	2.25			doyen
dok	covered_T1_3	2	core	5		0.0			dock, dockyard, docking station, cradle
doklaborist	obscure_root		tail	1	docker	2.98			docker
doksologi	obscure_root		tail	1	doxology	1.84			doxology
dokt	obscure_root		tail	1	learned	4.85			learned, erudite
doktor	obscure_root		core	5		0.0			doctor’s, of a doctor
doktrin	obscure_root		extended	2	doctrinal	2.93			doctrinal
dokument	covered_T1_3	2	core	4		0.0			document
dokumentari	obscure_root		tail	1	documentation	3.95			documentation, documentary (film)
dokumentdetruil	obscure_root		tail	1	shredder	2.97			shredder
dokumentfilm	obscure_root		tail	1		0.0			documentary (film)
dokumentlegil	obscure_root		tail	1	document	0.0			document reader
dokumentomastrumad	obscure_root		tail	1	document	0.0			document management
dokumentoredaktad	obscure_root		tail	1	word	0.0			word processing
dokumentoredaktil	obscure_root		tail	1	word	0.0			word processor
dolar	covered_T1_3	1	tail	1		0.0			dollar
dolarosign	obscure_root		tail	1	dollar	0.0			dollar sign
dolarsign	obscure_root		tail	1	dollar	0.0			dollar sign
doli	obscure_root		tail	1	dolly	3.54			dolly
dolikocefal	obscure_root		tail	1	dolichocephal	0.0			dolichocephal
doliĥocefal	obscure_root		tail	1	dolichocephal	0.0			dolichocephal
dolmen	obscure_root		tail	1	dolmen	1.85			dolmen
dolor	covered_T1_3	2	core	15		0.0			aching, anguished, pained, painful, sore
doloresting	obscure_root		tail	1	anodyne	2.18			anodyne
dolorĝem	obscure_root		tail	1	groan	0.0			to groan with pain
dolĉ	covered_T1_3	2	core	12		0.0			gentle, soft, sweet, tender, mild
dolĉacid	shade_mismatch		tail	1	bittersweet	3.24		sweet-and-sour	bittersweet, sweet-and-sour
dolĉamar	shade_mismatch		tail	1	bittersweet	3.24		sweet-and-sour	bittersweet, sweet-and-sour
dolĉaĵvendej	obscure_root		tail	1	sweet	0.0			sweet shop, confectioner’s shop
dolĉodor	obscure_root		tail	1	sweet-smelling	0.0			sweet-smelling
dom	covered_T1_3	1/2/3	core	15		0.0			domestic, of a house
domajn	obscure_root		tail	1		0.0			domain (internet)
domarest	obscure_root		tail	1	house	0.0			house arrest
domaĝ	covered_T1_3	2	tail	1		0.0			regrettable
domaŭt	obscure_root		tail	1		0.0			camper (vehicle)
dombest	obscure_root		tail	1	domestic	0.0			domestic animal
domblok	obscure_root		tail	1		0.0			block (of houses)
domen	obscure_root		tail	1		0.0			domino(es), masquerade dress
domestik	obscure_root		tail	1	domesticate	2.09			domesticate
domfront	obscure_root		tail	1	house	0.0			house front
domgardist	obscure_root		extended	2	caretaker	3.45			caretaker
domhirund	obscure_root		tail	1	barn	0.0			barn swallow
domicil	shade_mismatch		tail	1	abode	3.13		place	abode, dwelling place, residence
domini	obscure_root		tail	1	dominion	3.66			dominion
dominikan	obscure_root		tail	1	dominican	0.0			Dominican
dominiki	obscure_root		tail	1	dominican	0.0			Dominican
dominikian	obscure_root		tail	1	dominican	0.0			Dominican
domkolomb	obscure_root		tail	1	pigeon	3.61			pigeon
domkolorigist	obscure_root		tail	1	housepainter	1.2			housepainter
domkonstruej	obscure_root		tail	1	building	0.0			building site
dommaklerist	obscure_root		tail	1	real	0.0			real estate agent
dommastr	obscure_root		extended	2	househusband	1.42			househusband
dommastrumad	shade_mismatch		tail	1	housekeeping	3.24		home-making	housekeeping, home-making
dommuŝ	obscure_root		tail	1	house-fly	0.0			house-fly
domnumer	obscure_root		tail	1	number	5.62			number, number of the house
domorabist	obscure_root		tail	1	burglar	3.34			burglar
dompaser	obscure_root		tail	1	house	0.0			house sparrow
dompastr	obscure_root		tail	1	chaplain	3.43			chaplain
dompord	obscure_root		tail	1	house	0.0			house door
domposedant	obscure_root		tail	1	homeowner	3.2			homeowner
domprizorgist	obscure_root		tail	1	janitor	3.2			janitor
dompropriul	obscure_root		tail	1	house	0.0			house owner
dompurig	obscure_root		tail	1	housecleaning	2.15			housecleaning
domtegment	obscure_root		tail	1		0.0			roof (of a house)
domuzurpint	obscure_root		tail	1	squatter	2.55			squatter
don	covered_T1_3	2/3	core	10		0.0			to give, administer, afford, allow, confer, grant, impart, provide, spare, yield
donac	covered_T1_3	2	core	5		0.0			as a gift, gratis
donaci	obscure_root		tail	1	donation	4.0			donation
donacofer	obscure_root		tail	1	offering	4.6			offering, sacrifice
donald	obscure_root		tail	1	donald	0.0			Donald
dong	obscure_root		tail	1		0.0			dong (Vietnamese currency)
dongl	obscure_root		tail	1	dongle	2.62			dongle
donitaĵ	obscure_root		tail	1	datum	2.52			datum, something taken for granted
donkiĥot	obscure_root		extended	2	don	0.0			Don Quixote
donĥuan	obscure_root		tail	1	don	0.0			Don Juan, woman-chaser
donĵuan	obscure_root		extended	2	don	0.0			Don Juan, woman-chaser
dopad	obscure_root		tail	1	dope	3.9			dope
dopelganger	obscure_root		tail	1	double	5.01			double
dori	obscure_root		tail	1	dorian	0.0			Dorian, Doric
dorik	obscure_root		tail	1	dorian	0.0			Dorian, Doric
dorlot	covered_T1_3	2	core	3		0.0			to coddle, pamper, pet, fondle
dorlotbest	obscure_root		tail	1	pet	4.45			pet
dorm	covered_T1_3	1/2	core	19		0.0			drowsy
dorminklin	obscure_root		tail	1	drowsy	2.82			drowsy, sleepy
dormirant	obscure_root		tail	1	sleep-walker	0.0			sleep-walker
dormohor	obscure_root		tail	1	time	0.0			time to sleep, bedtime
dormomalsan	obscure_root		tail	1	sleep	0.0			sleep disorder
dormomus	obscure_root		tail	1	dormouse	1.98			dormouse
dormosak	obscure_root		tail	1	sleeping	0.0			sleeping bag
dormoĉambr	obscure_root		tail	1	bedroom	4.46			bedroom
dormrob	obscure_root		tail	1	night	0.0			night dress, night gown, nightie
dormsak	obscure_root		tail	1	sleeping	0.0			sleeping bag
dormĉambr	obscure_root		tail	1	bedroom	4.46			bedroom
dormĉap	obscure_root		tail	1	nightcap	2.4			nightcap
dormĉemiz	obscure_root		tail	1	night	0.0			night shirt
dorn	covered_T1_3	2	extended	2		0.0			thorny
dornarbust	obscure_root		tail	1	thorn	0.0			thorn bush
dornbaril	obscure_root		tail	1	barbed-wire	0.0			barbed-wire fence
dornbranĉar	obscure_root		tail	1	brushwood	1.9			brushwood
dorndrat	obscure_root		tail	1	barbed	0.0			barbed wire
dornfiŝ	obscure_root		tail	1	stickleback	1.8			stickleback
dornhav	obscure_root		tail	1	bristly	2.19			bristly
dornkron	obscure_root		tail	1	crown	0.0			crown of thorns
dornofiŝ	obscure_root		tail	1	stickleback	1.8			stickleback
dornoplen	obscure_root		tail	1	thorny	2.93			thorny
dornoz	obscure_root		tail	1	bristly	2.19			bristly
dornplen	obscure_root		tail	1	bristly	2.19			bristly
doronik	obscure_root		tail	1	false	0.0			false leopardbane, leopard’s bane
dors	obscure_root		tail	1	dorsal	3.45			dorsal
dorsantaŭ	obscure_root		tail	1	backwards	4.04			backwards
dorsapogil	obscure_root		tail	1	backrest	1.93			backrest
dorsbend	obscure_root		tail	1	backband	0.0			backband
dorsdirekt	obscure_root		tail	1	back	0.0			back
dorseskrib	obscure_root		tail	1	indorse	1.21			to indorse
dorsflank	obscure_root		tail	1	back	0.0			back, reverse, reverse side
dorskorb	obscure_root		tail	1	basket	0.0			basket carried on one's back
dorsobros	obscure_root		tail	1	back-scrubber	0.0			back-scrubber
dorsodolor	obscure_root		tail	1	backache	2.22			backache
dorsofrap	obscure_root		tail	1	slap-back	0.0			slap-back
dorsosak	obscure_root		tail	1	rucksack	2.64			rucksack, pack, backpack
dorspart	obscure_root		tail	1	back	0.0			back piece
dorssak	covered_T1_3	2	tail	1		0.0			backpack
dorssakproblem	obscure_root		tail	1	knapsack	0.0			knapsack problem
dorstabul	obscure_root		tail	1	backboard	2.57			backboard
dosier	covered_T1_3	2	core	8		0.0			dossier, file
dosieradministrad	obscure_root		tail	1	file	0.0			file management
dosieradministril	obscure_root		tail	1	file	0.0			file manager, file system, filer
dosieraranĝ	obscure_root		tail	1	file	0.0			file organization
dosieratribut	obscure_root		tail	1	file	0.0			file property
dosierdialog	obscure_root		tail	1	file	0.0			file dialog
dosierdiferenc	obscure_root		tail	1	diff	3.2			diff
dosieresploril	obscure_root		tail	1		0.0			browser (files), file browser
dosierfiltril	obscure_root		tail	1	file	0.0			file filter
dosierfin	obscure_root		extended	2	eof	0.0			EOF, end of file
dosierflegad	obscure_root		tail	1	file	0.0			file maintenance
dosierform	obscure_root		extended	2	file	0.0			file format, format (file)
dosiergrand	obscure_root		tail	1	file	0.0			file size
dosiergrup	obscure_root		tail	1	file	0.0			file group
dosierindik	obscure_root		tail	1	pathname	1.52			pathname
dosierinterŝanĝ	obscure_root		tail	1	file	0.0			file sharing
dosierkolekt	obscure_root		tail	1	file	0.0			file collection
dosierkonvert	obscure_root		tail	1	file	0.0			file conversion
dosierlokig	obscure_root		tail	1	file	0.0			file location
dosiernom	obscure_root		tail	1	file	0.0			file name
dosiernumer	obscure_root		tail	1	file	0.0			file descriptor, file handle
dosierrestaŭr	obscure_root		tail	1	file	0.0			file restore
dosiersekurig	obscure_root		tail	1	file	0.0			file protection
dosiersistem	obscure_root		tail	1	file	0.0			file system, desktop
dosiersitutabel	obscure_root		tail	1	fat	0.0			FAT, file allocation table
dosierspec	obscure_root		tail	1	file	0.0			file type
dosierstruktur	obscure_root		tail	1	file	0.0			file structure
dosiersufiks	obscure_root		tail	1	file	0.0			file extension
dosiertenad	obscure_root		tail	1	file	0.0			file updating
dosiertip	obscure_root		tail	1	file	0.0			file type
dosiertraduk	obscure_root		tail	1	file	0.0			file translation
dosiertraktad	obscure_root		tail	1	file	0.0			file handling
dosiertransig	obscure_root		tail	1	file-transfer	0.0			file-transfer
dosierŝanĝ	obscure_root		tail	1	file	0.0			file change
dot	obscure_root		extended	2	endow	2.43			to endow
doz	obscure_root		extended	2	measure	0.0			to measure out, dose
dozen	obscure_root		tail	1	dozen	4.35			dozen
doĝ	obscure_root		tail	1	doge	2.97			doge
drab	obscure_root		tail	1	whitlow-grass	0.0			whitlow-grass
drag	obscure_root		core	3	drag	4.29			to drag, dredge
dragmaŝin	obscure_root		tail	1	dredger	2.03			dredger
drajv	obscure_root		tail	1	drive	5.13			to drive
drak	covered_T1_3	1	core	3		0.0			dragon
drakm	obscure_root		tail	1	drachma	2.02			drachma
drakunkol	obscure_root		tail	1	tarragon	2.48			tarragon
dram	covered_T1_3	2/3	core	4		0.0			dramatic
dramaturg	obscure_root		tail	1	dramaturge	1.32			dramaturge, playwright
dramaturgi	obscure_root		tail	1	dramaturgy	1.99			dramaturgy
dramaŭtor	obscure_root		tail	1	dramatist	2.8			dramatist
dramverkad	obscure_root		tail	1	dramaturgy	1.99			dramaturgy, playwriting
dramverkist	obscure_root		tail	1	playwright	3.39			playwright
drap	obscure_root		extended	2	cloth	4.03			cloth, woolen cloth, sheet
drapir	obscure_root		extended	2	drape	2.74			to drape
drappendaĵ	obscure_root		tail	1	tassel	2.69			tassel
drapvendist	obscure_root		tail	1	draper	3.29			draper
drast	obscure_root		tail	1	drastic	3.63			drastic
drastik	obscure_root		tail	1	drastic	3.63			drastic
drat	covered_T1_3	2	core	7		0.0			wired
dratbaraĵ	obscure_root		tail	1	barbed-wire	0.0			barbed-wire fence
dratbaril	obscure_root		tail	1	barbed-wire	0.0			barbed-wire fence
dratemajl	obscure_root		tail	1		0.0			cloisonné, wire enamel
dratgaz	obscure_root		tail	1	screen	4.85			screen
dratkonektit	obscure_root		tail	1	wire	0.0			wire connected
dratprovizad	obscure_root		tail	1	wiring	3.53			wiring
dratret	obscure_root		extended	2	wire-netting	0.0			wire-netting
drattondil	obscure_root		tail	1	wire	0.0			wire shears
draĝe	obscure_root		tail	1		0.0			dragée
draĥm	obscure_root		tail	1	drachma	2.02			drachma
draĵ	obscure_root		tail	1	sucker	3.59			sucker
draŝ	obscure_root		core	5	thresh	2.2			to thresh, thrash, hammer, wallop
draŝmaŝin	obscure_root		tail	1	threshing	0.0			threshing machine, thresher
drednaŭt	obscure_root		tail	1	dreadnought	2.62			dreadnought
drelik	obscure_root		tail	1	denim	3.52			denim
dren	obscure_root		core	4	drain	4.07			to drain
drenkanal	obscure_root		tail	1	drainage-canal	0.0			drainage-canal
drenkran	obscure_root		tail	1	drain	0.0			drain cock
dres	shade_mismatch		core	3	tame	3.56		train	to tame, train (an animal)
dresrajdad	obscure_root		tail	1	breaking	4.74			breaking in
driad	obscure_root		tail	1	dryad	2.12			dryad
drias	obscure_root		tail	1	mountain	0.0			mountain avens
dribl	obscure_root		tail	1	dribble	3.06			to dribble
dril	obscure_root		tail	1	drill	4.09			to drill
drink	obscure_root		core	8		0.0			to drink (to excess)
drinkantar	obscure_root		tail	1	bunch	0.0			bunch of drunks
drinkejmastr	obscure_root		tail	1	publican	2.51			publican
drinkfesten	obscure_root		tail	1	binge	3.6			binge
drinkĉambr	obscure_root		tail	1	bar	4.94			bar, pub
driopterid	obscure_root		tail	1	buckler	0.0			buckler fern
driv	covered_T1_3	2	core	3		0.0			to drift, be adrift
drivangul	obscure_root		tail	1	angle	0.0			angle of swerve
drivtabul	obscure_root		tail	1	driftwood	2.72			driftwood, flotsam
drizel	obscure_root		tail	1	drizzle	3.15			drizzle
drog	covered_T1_3	2	core	4		0.0			drug
drogekscitit	obscure_root		tail	1	high	5.75			high
drogemul	obscure_root		tail	1	drug	0.0			drug addict
drogherb	obscure_root		tail	1	medicinal	0.0			medicinal herbs
drogstimulad	obscure_root		tail	1	dope	3.9			dope
drogvendej	obscure_root		tail	1	drugstore	3.07			drugstore
drol	obscure_root		tail	1	funny	5.02			funny, funny-looking, queer
drom	obscure_root		tail	1	racing	0.0			racing track
dromaj	obscure_root		tail	1	emu	3.05			emu
dromedar	obscure_root		tail	1	dromedary	2.06			dromedary
dromice	obscure_root		tail	1	emu	3.05			emu
dron	covered_T1_3	2	core	4		0.0			to drown, sink
dronmarĉej	obscure_root		tail	1	quicksand	2.68			quicksand
dronmort	obscure_root		tail	1	drown	3.68			to drown, die from drowning
dros	obscure_root		tail	1	rudder-chain	0.0			rudder-chain, tiller-rope
drozer	obscure_root		tail	1	sundew	1.61			sundew
drozofil	obscure_root		tail	1	drosophila	0.0			Drosophila
droŝk	obscure_root		tail	1	drosky	0.0			drosky
druid	obscure_root		tail	1	druid	2.99			druid
drum	covered_T1_3	2	extended	2		0.0			drum set
drumomaŝin	obscure_root		tail	1	drum	0.0			drum machine
drup	obscure_root		tail	1	drupe	1.69			drupe, stone fruit
du	covered_T1_3	1/2	tail	1		0.0			second (order)
duafoj	obscure_root		tail	1	twice	4.84			twice
duagrad	candidate_gap		core	3	indifferent	3.44	3		indifferent, mediocre
duakanon	obscure_root		tail	1	deuterocanonical	1.23			deuterocanonical
duaks	obscure_root		tail	1	biaxial	1.76			biaxial
dual	candidate_gap		core	3	dual	4.28	2		dual
duaman	obscure_root		tail	1	second	0.0			second hand
duarang	obscure_root		tail	1	secondary	4.53			secondary
duatom	obscure_root		tail	1	diatomic	1.96			diatomic
dub	covered_T1_3	2	core	9		0.0			doubtful, dubious, questionable, precarious, uncertain
dubasenc	obscure_root		extended	2	ambiguous	3.57			ambiguous
dubeblank	obscure_root		tail	1	whitish	2.99			whitish
dubeblu	obscure_root		tail	1	bluish	2.88			bluish
dubebrun	obscure_root		tail	1	brownish	3.13			brownish
dubeflav	obscure_root		tail	1	tawny	2.77			tawny, yellowish
dubekolor	obscure_root		tail	1	drab	3.01			drab
dubel	obscure_root		tail	1	dowel	2.38			dowel
dubelum	obscure_root		tail	1	dim	3.62			dim
dubemol	obscure_root		tail	1	double	0.0			double flat symbol
dubenigr	obscure_root		tail	1	blackish	2.85			blackish
duberuĝ	obscure_root		tail	1	reddish	3.39			reddish
dubeverd	obscure_root		tail	1	greenish	3.01			greenish
